SiteId,Site Type,System Name,x,y,z,Region (Calculated),Region (Journal),Primary Star,Body Name,POI Id,Body Sub Type,Gravity,Distance To Arrival,Surface Temperature,Volcanism,Orbital Period,Rotational Period,Orbital Eccentricity,Reported By,
427,Gamma,GRAEA HYPUE AG-V D3-65,-669.9375,-338.53125,13347.84375,Norma Expanse,Norma Expanse,A (Blue-White) Star,7 A,1,Rocky body,0.1291774791,1152,274,Minor Metallic Magma,1.316121952,-1.203072408,0.001284,LilacLight,
428,Beta,GRAEA HYPUE AG-V D3-65,-669.9375,-338.53125,13347.84375,Norma Expanse,Norma Expanse,A (Blue-White) Star,7 A,2,Rocky body,0.1291774791,1152,274,Minor Metallic Magma,1.316121952,-1.203072408,0.001284,LilacLight,
429,Beta,GRAEA HYPUE AG-V D3-65,-669.9375,-338.53125,13347.84375,Norma Expanse,Norma Expanse,A (Blue-White) Star,8 B,1,Rocky body,0.1187077065,1559,238,No volcanism,3.359852842,3.360545159,0.000057,LilacLight,
430,Beta,GRAEA HYPUE AG-V D3-254,-676.25,-312.5625,13345.84375,Norma Expanse,Norma Expanse,F (White) Star,A 6 B,1,Rocky body,0.1700568467,1511,250,No volcanism,3.208822467,3.208842514,0.014797,LilacLight,
431,Gamma,GRAEA HYPUE AG-V D3-254,-676.25,-312.5625,13345.84375,Norma Expanse,Norma Expanse,F (White) Star,A 8 A,1,Rocky body,0.1859483347,2487,203,No volcanism,4.180339613,4.180382699,0.000808,LilacLight,
432,Beta,GRAEA HYPUE AG-V D3-254,-676.25,-312.5625,13345.84375,Norma Expanse,Norma Expanse,F (White) Star,A 8 A,2,Rocky body,0.1859483347,2487,203,No volcanism,4.180339613,4.180382699,0.000808,LilacLight,
433,Gamma,GRAEA HYPUE NY-Q D5-148,-922.84375,-621,13530.84375,Norma Expanse,Norma Expanse,A (Blue-White) Star,8 A,1,Rocky body,0.1562795107,2824,222,No volcanism,6.133180457,6.133238363,0.000117,LilacLight,
434,Alpha,GRAEA HYPUE NY-Q D5-148,-922.84375,-621,13530.84375,Norma Expanse,Norma Expanse,A (Blue-White) Star,8 A,2,Rocky body,0.1562795107,2824,222,No volcanism,6.133180457,6.133238363,0.000117,LilacLight,
435,Gamma,GRAEA HYPUE PT-Q D5-122,-885.34375,-698.71875,13551.34375,Norma Expanse,Norma Expanse,F (White) Star,10 A,1,Rocky body,0.1345651009,2061,223,Metallic Magma,1.055297966,1.055305646,0.005272,LilacLight,
436,Gamma,GRAEA HYPUE PT-Q D5-122,-885.34375,-698.71875,13551.34375,Norma Expanse,Norma Expanse,F (White) Star,10 A,2,Rocky body,0.1345651009,2061,223,Metallic Magma,1.055297966,1.055305646,0.005272,LilacLight,
437,Gamma,GRAEA HYPUE PT-Q D5-122,-885.34375,-698.71875,13551.34375,Norma Expanse,Norma Expanse,F (White) Star,10 B,1,Rocky body,0.1362880124,2065,217,No volcanism,1.50962988,1.509640835,0.000156,LilacLight,
438,Beta,GRAEA HYPUE KI-K B12-13,-649.625,-537.53125,13286.3125,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 1,1,High metal content world,0.2207043456,1068,276,No volcanism,2.887324672,2.887333019,0.001185,Nudl_,
439,Beta,GRAEA HYPUE KI-K B12-13,-649.625,-537.53125,13286.3125,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 1,2,High metal content world,0.2207043456,1068,276,No volcanism,2.887324672,2.887333019,0.001185,Nudl_,
440,Gamma,BLAA HYPAI BN-I B26-1,1290.3125,-666.375,12299.59375,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 4,1,High metal content world,0.2175220303,5106,300,No volcanism,6.810933696,6.810939972,0.001529,LilacLight,
441,Alpha,BLAE HYPUE KG-C C14-5,1167.8125,-711.375,12365.28125,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,B 1,1,High metal content world,0.2511758928,6510,295,No volcanism,48.31804101,48.31805976,0.000116,LilacLight,
442,Alpha,BLAE HYPUE KG-C C14-5,1167.8125,-711.375,12365.28125,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,B 1,2,High metal content world,0.2511758928,6510,295,No volcanism,48.31804101,48.31805976,0.000116,LilacLight,
443,Beta,BLAE HYPUE KG-C C14-5,1167.8125,-711.375,12365.28125,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,B 1,3,High metal content world,0.2511758928,6510,295,No volcanism,48.31804101,48.31805976,0.000116,LilacLight,
444,Alpha,BLAE HYPUE DA-P D6-6,1142.65625,-697.15625,12345.375,Norma Expanse,Norma Expanse,F (White) Star,4 A,1,Rocky body,0.2017985948,974,274,Minor Metallic Magma,1.292299824,1.217873671,0.002943,LilacLight,
445,Beta,BLAE HYPUE DA-P D6-6,1142.65625,-697.15625,12345.375,Norma Expanse,Norma Expanse,F (White) Star,4 A,2,Rocky body,0.2017985948,974,274,Minor Metallic Magma,1.292299824,1.217873671,0.002943,LilacLight,
446,Beta,BLAE HYPUE DA-P D6-6,1142.65625,-697.15625,12345.375,Norma Expanse,Norma Expanse,F (White) Star,4 A,3,Rocky body,0.2017985948,974,274,Minor Metallic Magma,1.292299824,1.217873671,0.002943,LilacLight,
447,Alpha,VELA DARK REGION VO-Q B5-6,1059.65625,-102.28125,-36.125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,A 1,1,High metal content world,0.2534223668,104,273,No volcanism,53.15084148,52.97644662,0.000015,LilacLight,
448,Beta,VELA DARK REGION VO-Q B5-6,1059.65625,-102.28125,-36.125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,A 1,2,High metal content world,0.2534223668,104,273,No volcanism,53.15084148,52.97644662,0.000015,LilacLight,
449,Gamma,VELA DARK REGION VO-Q B5-6,1059.65625,-102.28125,-36.125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,A 2,1,High metal content world,0.2558383918,154,230,No volcanism,95.67657762,0.4871865202,0.000397,LilacLight,
450,Alpha,VELA DARK REGION WJ-Q B5-8,1036.6875,-117.75,-27.1875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 1,1,High metal content world,0.2642175849,2680,273,No volcanism,16.69203311,16.69204608,0.000207,LilacLight,
451,Alpha,VELA DARK REGION WJ-Q B5-8,1036.6875,-117.75,-27.1875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 1,2,High metal content world,0.2642175849,2680,273,No volcanism,16.69203311,16.69204608,0.000207,LilacLight,
452,Beta,VELA DARK REGION WJ-Q B5-8,1036.6875,-117.75,-27.1875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,1,High metal content world,0.2175014406,2658,246,No volcanism,24.12409487,24.12411705,0.000675,LilacLight,
453,Beta,COL 173 SECTOR JS-J D9-76,1543.28125,-181.625,86.3125,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star,14 B,1,Rocky body,0.1738682856,2746,241,No volcanism,2.816995813,2.784927469,0.000182,LilacLight,
454,Beta,COL 173 SECTOR JS-J D9-76,1543.28125,-181.625,86.3125,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star,14 B,2,Rocky body,0.1738682856,2746,241,No volcanism,2.816995813,2.784927469,0.000182,LilacLight,
455,Alpha,COL 173 SECTOR JS-J D9-76,1543.28125,-181.625,86.3125,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star,14 C,1,Rocky body,0.1546303283,2749,222,No volcanism,6.270513145,6.228962957,0.001582,LilacLight,
456,Alpha,GRAEA HYPUE QY-Z D179,-988.71875,-564.5,13149.6875,Norma Expanse,Norma Expanse,G (White-Yellow) Star,B 3,1,High metal content world,0.2499757124,74049,280,No volcanism,27.83832865,27.83834711,0.001659,Nudl_,
457,Alpha,GRAEA HYPUE ZV-U D3-301,-1093.59375,-432.25,13396.59375,Norma Expanse,Norma Expanse,A (Blue-White) Star,A 9 C,1,Rocky body,0.1700745682,3638,219,No volcanism,8.934147932,8.934611647,0.001515,PanPiper,
458,Beta,GRAEA HYPUE ZV-U D3-301,-1093.59375,-432.25,13396.59375,Norma Expanse,Norma Expanse,A (Blue-White) Star,A 9 A,1,Rocky body,0.128121155,3636,297,Major Silicate Vapour Geysers,0.78587848,0.7859192741,0.00006,PanPiper,
459,Alpha,GRAEA HYPUE ZV-U D3-301,-1093.59375,-432.25,13396.59375,Norma Expanse,Norma Expanse,A (Blue-White) Star,A 9 A,2,Rocky body,0.128121155,3636,297,Major Silicate Vapour Geysers,0.78587848,0.7859192741,0.00006,PanPiper,
460,Beta,GRAEA HYPUE BH-T D4-242,-1094.09375,-374.78125,13416.03125,Norma Expanse,Norma Expanse,G (White-Yellow) Star,B 5,1,High metal content world,0.2842481783,72362,298,No volcanism,7.113554894,11.14923982,0.028926,Nudl_,
461,Alpha,GRAEA HYPUE BH-T D4-242,-1094.09375,-374.78125,13416.03125,Norma Expanse,Norma Expanse,G (White-Yellow) Star,C 4,1,High metal content world,0.218402607,72349,278,No volcanism,23.09485925,23.09489058,0.002362,Nudl_,
462,Alpha,COL 173 SECTOR OP-E B41-1,1079.71875,-247.875,176.90625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 1,1,High metal content world,0.1988248966,63246,281,No volcanism,5.678186055,5.678192301,0.002041,AlexxxA,
463,Beta,COL 173 SECTOR OP-E B41-1,1079.71875,-247.875,176.90625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 1,2,High metal content world,0.1988248966,63246,281,No volcanism,5.678186055,5.678192301,0.002041,AlexxxA,
464,Alpha,GRAEA HYPUE WA-V D3-215,-1157.1875,-405.53125,13376.25,Norma Expanse,Norma Expanse,F (White) Star,B 1,1,High metal content world,0.2307746215,36134,248,No volcanism,106.9156715,1.268978644,0.000065,Nudl_,
465,Alpha,GRAEA HYPUE BH-T D4-242,-1094.09375,-374.78125,13416.03125,Norma Expanse,Norma Expanse,G (White-Yellow) Star,C 4,2,High metal content world,0.218402607,72349,278,No volcanism,23.09485925,23.09489058,0.002362,LilacLight,
466,Gamma,SWOILZ PA-F B3-2,1121.8125,-217.125,282.9375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,1,High metal content world,0.2674597898,50141,292,No volcanism,15.63721992,15.63726673,0.000487,Alkibiades,
467,Alpha,SWOILZ PA-F B3-2,1121.8125,-217.125,282.9375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,3,High metal content world,0.2674597898,50141,292,No volcanism,15.63721992,15.63726673,0.000487,Alkibiades,
468,Gamma,SWOILZ PA-F B3-2,1121.8125,-217.125,282.9375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,B 2,2,High metal content world,0.2674597898,50141,292,No volcanism,15.63721992,15.63726673,0.000487,Alkibiades,
469,Gamma,SWOILZ AE-F C13,1079.3125,-216.125,222.96875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,C 1,2,High metal content world,0.1462856828,5290,280,Minor Metallic Magma,1.127248347,1.127249329,0.000657,Alkibiades,
470,Alpha,SWOILZ AE-F C13,1079.3125,-216.125,222.96875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,C 1,1,High metal content world,0.1462856828,5290,280,Minor Metallic Magma,1.127248347,1.127249329,0.000657,Alkibiades,
471,Alpha,BLAA HYPAI PB-A B31-0,1239.5,-642.5625,12398.03125,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 5,1,High metal content world,0.3963425694,21807,293,No volcanism,12.39016928,12.39023865,0.004683,Grandpa-t,
472,Gamma,GRAEA HYPUE NY-Q D5-118,-915.25,-613.78125,13527.46875,Norma Expanse,Norma Expanse,F (White) Star,9 A,2,Rocky body,0.1999711213,2168,217,Minor Metallic Magma,1.267473869,1.267477291,0.00474,Black Jack Winter,
473,Beta,GRAEA HYPUE QG-Q C7-17,-1150.15625,-376.03125,13364.21875,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,C 1,1,High metal content world,0.3353927146,34904,281,No volcanism,15.73627401,15.605047,0.000006,Alton Davies,
474,Gamma,COL 173 SECTOR UM-X B16-0,1005.625,-355.15625,-339.15625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,E 1,3,High metal content world,0.3163975515,201039,281,No volcanism,10.93596034,10.93601711,0.000001,Alkibiades,
475,Gamma,COL 173 SECTOR DY-G B40-4,1062.34375,-198.34375,170.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,D 1,1,High metal content world,0.2407108923,69288,280,No volcanism,2.967398062,2.967406001,0.000028,PLSCKS,
476,Beta,COL 173 SECTOR DY-G B40-4,1062.34375,-198.34375,170.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,D 1,2,High metal content world,0.2407108923,69288,280,No volcanism,2.967398062,2.967406001,0.000028,PLSCKS,
477,Alpha,COL 173 SECTOR DY-G B40-4,1062.34375,-198.34375,170.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,D 1,3,High metal content world,0.2407108923,69288,280,No volcanism,2.967398062,2.967406001,0.000028,PLSCKS,
478,Gamma,NYEAJEOU VP-G B56-0,-9275.46875,-423.4375,7817.34375,Temple,Temple,M (Red dwarf) Star,B 2,1,High metal content world,0.3199110913,773,773,No volcanism,5.174908442,5.174924275,0.00088,Marxanthius,
479,Beta,NYEAJEOU VP-G B56-0,-9275.46875,-423.4375,7817.34375,Temple,Temple,M (Red dwarf) Star,B 2,2,High metal content world,0.3199110913,773,773,No volcanism,5.174908442,5.174924275,0.00088,Marxanthius,
480,Gamma,DROKOE ML-M B40-0,14539.03125,-222.3125,3635.96875,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,C 1,1,High metal content world,0.1566351824,799,279,Major Silicate Vapour Geysers,0.3784698952,0.5623669136,0.139651,GRINNING2002,
481,Beta,DROKOE ML-M B40-0,14539.03125,-222.3125,3635.96875,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,C 1,2,High metal content world,0.1566351824,799,279,Major Silicate Vapour Geysers,0.3784698952,0.5623669136,0.139651,GRINNING2002,
482,Beta,DROKOE ML-M B40-0,14539.03125,-222.3125,3635.96875,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,C 2,1,High metal content world,0.1468355067,799,279,Major Silicate Vapour Geysers,0.3784698952,0.5116895676,0.139651,GRINNING2002,
483,Beta,DROKOE SB-M B40-0,14591.0625,-252.28125,3646.1875,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,C 2,1,High metal content world,0.1806222207,5037,227,No volcanism,2.466447237,-2.466451265,0.000547,Stukjes,
484,Alpha,DROKOE SB-M B40-0,14591.0625,-252.28125,3646.1875,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star,C 2,2,High metal content world,0.1806222207,5037,227,No volcanism,2.466447237,-2.466451265,0.000547,Stukjes,
485,Beta,EORL AUWSY SY-Z D13-450,4962.4375,139.15625,20636.40625,Empyrean Straits,Empyrean Straits,A (Blue-White) Star,1 A,1,Rocky body,0.1549953452,1193,294,No volcanism,2.739008585,2.739025694,0.000112,Stukjes,
486,Beta,EORL AUWSY SY-Z D13-450,4962.4375,139.15625,20636.40625,Empyrean Straits,Empyrean Straits,A (Blue-White) Star,1 A,2,Rocky body,0.1549953452,1193,294,No volcanism,2.739008585,2.739025694,0.000112,Stukjes,
487,Beta,GRAEA HYPUE QY-Z D179,-988.71875,-564.5,13149.6875,Norma Expanse,Norma Expanse,G (White-Yellow) Star,B 3,2,High metal content world,0.2499757124,74049,280,No volcanism,27.83832865,27.83834711,0.001659,grinning2001,
488,Alpha,GRAEA HYPUE QG-Q C7-17,-1150.15625,-376.03125,13364.21875,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,C 2,1,High metal content world,0.3560690066,34885,249,No volcanism,26.10319535,25.95009925,0.000254,Barden Fayle,
489,Gamma,GRAEA HYPUE QG-Q C7-17,-1150.15625,-376.03125,13364.21875,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,C 1,2,High metal content world,0.3353927146,34904,281,No volcanism,15.73627401,15.605047,0.000006,Barden Fayle,
490,Alpha,GRAEA HYPUE QY-Z D179,-988.71875,-564.5,13149.6875,Norma Expanse,Norma Expanse,G (White-Yellow) Star,B 4,1,High metal content world,0.2574485256,73897,214,No volcanism,69.54256307,69.54260694,0.061717,GOOOVER,
491,Alpha,GRAEA HYPUE UE-Y D1-58,-1017.5,-524.3125,13231.71875,Norma Expanse,Norma Expanse,A (Blue-White) Star,C 1,1,High metal content world,0.2045988499,33997,295,No volcanism,451.7901344,1.915297974,0.000019,Jasper_lit,
492,Beta,COL 173 SECTOR UM-X B16-0,1005.625,-355.15625,-339.15625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,E 1,1,High metal content world,0.3163975515,201039,281,No volcanism,10.93596034,10.93601711,0.000001,LilacLight,
493,Beta,COL 173 SECTOR UM-X B16-0,1005.625,-355.15625,-339.15625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,E 1,2,High metal content world,0.3163975515,201039,281,No volcanism,10.93596034,10.93601711,0.000001,LilacLight,
494,Beta,GRAEA HYPUE UE-Y D1-58,-1017.5,-524.3125,13231.71875,Norma Expanse,Norma Expanse,A (Blue-White) Star,C 1,2,High metal content world,0.2045988499,33997,295,No volcanism,451.7901344,1.915297974,0.000019,Jasper_lit,
495,Beta,GRAEA HYPUE WA-V D3-215,-1157.1875,-405.53125,13376.25,Norma Expanse,Norma Expanse,F (White) Star,C 1,1,High metal content world,0.1654666545,30540,234,No volcanism,27.02476388,27.02476493,0.000003,Jasper_lit,
496,Alpha,GRAEA HYPUE WA-V D3-215,-1157.1875,-405.53125,13376.25,Norma Expanse,Norma Expanse,F (White) Star,C 1,2,High metal content world,0.1654666545,30540,234,No volcanism,27.02476388,27.02476493,0.000003,Jasper_lit,
497,Beta,GRAEA HYPUE NY-Q D5-118,-915.25,-613.78125,13527.46875,Norma Expanse,Norma Expanse,F (White) Star,9 A,1,Rocky body,0.1999711213,2168,217,Minor Metallic Magma,1.267473869,1.267477291,0.00474,Jasper_lit,
498,Beta,GRAEA HYPUE OJ-W C3-34,-999,-562.53125,13175.03125,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,C 2,1,High metal content world,0.230581114,17861,286,Metallic Magma,0.7609136472,0.3413245203,0.18859,Jasper_lit,
499,Gamma,GRAEA HYPUE OJ-W C3-34,-999,-562.53125,13175.03125,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,C 1,1,High metal content world,0.2479666656,17861,286,Minor Metallic Magma,0.7609136472,1.137082794,0.18859,Jasper_lit,
500,Gamma,GRAEA HYPUE OJ-W C3-34,-999,-562.53125,13175.03125,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star,C 1,2,High metal content world,0.2479666656,17861,286,Minor Metallic Magma,0.7609136472,1.137082794,0.18859,Jasper_lit,
501,Beta,GRAEA HYPUE UE-Y D1-58,-1017.5,-524.3125,13231.71875,Norma Expanse,Norma Expanse,A (Blue-White) Star,C 5,1,High metal content world,0.1697448052,33256,228,No volcanism,51.4408401,1.371225568,0.195593,Jasper_lit,
502,Alpha,GRAEA HYPUE VZ-X D1-92,-1031.75,-606.375,13195.03125,Norma Expanse,Norma Expanse,A (Blue-White) Star,5 B,1,Rocky body,0.1878870071,1272,297,Minor Rocky Magma,2.073225945,2.073264119,0.003339,Jasper_lit,
503,Alpha,GRAEA HYPUE VZ-X D1-92,-1031.75,-606.375,13195.03125,Norma Expanse,Norma Expanse,A (Blue-White) Star,5 B,2,Rocky body,0.1878870071,1272,297,Minor Rocky Magma,2.073225945,2.073264119,0.003339,Jasper_lit,
504,Beta,GRAEA HYPUE YX-S B7-4,-1049.78125,-555.6875,13175.25,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 2,1,High metal content world,0.1918780621,508,291,Major Rocky Magma,1.797971764,-1.749736006,0.000042,Jasper_lit,
505,Beta,GRAEA HYPUE YX-S B7-4,-1049.78125,-555.6875,13175.25,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 2,2,High metal content world,0.1918780621,508,291,Major Rocky Magma,1.797971764,-1.749736006,0.000042,Jasper_lit,
506,Gamma,GRAEA HYPUE YX-S B7-4,-1049.78125,-555.6875,13175.25,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 3,1,High metal content world,0.1992547467,507,273,No volcanism,2.381637485,2.329234727,0.001061,Jasper_lit,
507,Gamma,GRAEA HYPUE LO-P D6-194,-1037.65625,-492.65625,13612.6875,Norma Expanse,Norma Expanse,A (Blue-White) Star,14 A,2,Rocky body,0.2055801329,2502,242,Metallic Magma,1.043627563,1.006610123,0.000303,GRINNING2002,
508,Alpha,GRAEA HYPUE LO-P D6-194,-1037.65625,-492.65625,13612.6875,Norma Expanse,Norma Expanse,A (Blue-White) Star,14 B,1,Rocky body,0.1883727466,2503,234,No volcanism,1.554107845,1.512055651,0.001103,GRINNING2002,
509,Beta,GRAEA HYPUE LO-P D6-194,-1037.65625,-492.65625,13612.6875,Norma Expanse,Norma Expanse,A (Blue-White) Star,14 A,1,Rocky body,0.2055801329,2502,242,Metallic Magma,1.043627563,1.006610123,0.000303,GRINNING2002,
510,Alpha,BLAA HYPAI PB-A B31-0,1239.5,-642.5625,12398.03125,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 5,2,High metal content world,0.3963425694,21807,293,No volcanism,12.39016928,12.39023865,0.004683,LilacLight,
511,Gamma,BLAA HYPAI PB-A B31-0,1239.5,-642.5625,12398.03125,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 5,3,High metal content world,0.3963425694,21807,293,No volcanism,12.39016928,12.39023865,0.004683,LilacLight,
512,Gamma,GRAEA HYPUE BX-G B28-27,-1041.78125,-483.125,13623.40625,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 1,1,High metal content world,0.2304627341,2516,246,No volcanism,11.50267999,11.36049007,0.000021,LilacLight,
513,Alpha,GRAEA HYPUE BX-G B28-27,-1041.78125,-483.125,13623.40625,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 1,2,High metal content world,0.2304627341,2516,246,No volcanism,11.50267999,11.36049007,0.000021,LilacLight,
514,Alpha,GRAEA HYPUE ZR-O C8-117,-900.6875,-339.625,13390.5,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 1,1,High metal content world,0.373022109,33185,292,No volcanism,9.760818824,9.76084318,0.000506,Marx,
515,Alpha,GRAEA HYPUE ZR-O C8-117,-900.6875,-339.625,13390.5,Norma Expanse,Norma Expanse,M (Red dwarf) Star,B 1,2,High metal content world,0.373022109,33185,292,No volcanism,9.760818824,9.76084318,0.000506,Marx,
516,Gamma,GRAEA HYPUE UT-D B17-5,-897.125,-300.15625,13392.1875,Norma Expanse,Norma Expanse,L (Brown dwarf) Star,C 3,1,High metal content world,0.2255080269,73287,298,No volcanism,3.248492463,3.248496016,0.003821,Mooing,
517,Alpha,GRAEA HYPUE UT-D B17-5,-897.125,-300.15625,13392.1875,Norma Expanse,Norma Expanse,T (Brown dwarf) Star,D 1,1,High metal content world,0.175178342,73254,236,Metallic Magma,0.9152571774,0.888172424,0.000371,Mooing,
518,Alpha,GRAEA HYPUE UT-D B17-5,-897.125,-300.15625,13392.1875,Norma Expanse,Norma Expanse,T (Brown dwarf) Star,D 1,2,High metal content world,0.175178342,73254,236,Metallic Magma,0.9152571774,0.888172424,0.000371,Mooing,
519,Alpha,COL 173 SECTOR DX-K D8-17,961.21875,-351.0625,-9.71875,Inner Orion Spur,Inner Orion Spur,F (White) Star,5 a,1,High metal content world,0.2565541713,1320,237,Major Silicate Vapour Geysers,0.4098206827,0.541191758,0.069525,Crashcat ,
520,Gamma,COL 173 SECTOR DX-K D8-17,961.21875,-351.0625,-9.71875,Inner Orion Spur,Inner Orion Spur,F (White) Star,5 a,2,High metal content world,0.2565541713,1320,237,Major Silicate Vapour Geysers,0.4098206827,0.541191758,0.069525,Crashcat ,
521,Alpha,COL 173 SECTOR DX-K D8-17,961.21875,-351.0625,-9.71875,Inner Orion Spur,Inner Orion Spur,F (White) Star,5 b,1,High metal content world,0.2865090389,1320,237,Major Silicate Vapour Geysers,0.4098206827,-0.8366442749,0.069525,Crashcat ,
522,Alpha,COL 173 SECTOR OH-E B27-1,1079.53125,-335.8125,-109.21875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,A 1,1,High metal content world,0.2658904635,42,287,No volcanism,17.45942359,-17.45944226,0.000257,LilacLight,
523,Alpha,COL 173 SECTOR OH-E B27-1,1079.53125,-335.8125,-109.21875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,A 1,2,High metal content world,0.2658904635,42,287,No volcanism,17.45942359,-17.45944226,0.000257,LilacLight,
