SiteId,Type,Journal Name,Entry Id,System Name,x,y,z,Region (Calculated),Region (Journal),Primary Star,Body Name,POI Id,Body Sub Type,Gravity,Distance To Arrival,Surface Temperature,Volcanism,Orbital Period,Rotational Period,Orbital Eccentricity,Discovered By,Discovered By,Discovered By,Discovered By,Discovered By
99,Unknown,,,SYNUEFE DP-Z C16-19,457.96875,-156.3125,-340.1875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, C 3,,High metal content world,0.1266741739,21047,438,Minor Metallic Magma,0.79557364,0.975685583,0.122247,Cyclosphere,Cyclosphere,,,
100,Unknown,,,SYNUEFE DP-Z C16-19,457.96875,-156.3125,-340.1875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, C 4,,High metal content world,0.1063146889,21047,438,Metallic Magma,0.79557364,1.00552002,0.122247,Cyclosphere,Cyclosphere,,,
101,Unknown,,,SYNUEFE DP-Z C16-19,457.96875,-156.3125,-340.1875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, C 5,,High metal content world,0.1601227429,21043,359,No volcanism,16.63409144,16.63409288,0.011211,Cyclosphere,Cyclosphere,,,
102,Unknown,,,EORL AUWSY YF-Y B56-16,4953.46875,155.8125,20635.6875,Empyrean Straits,Empyrean Straits,M (Red dwarf) Star, B 4 A,,Rocky body,0.1408162025,279389,245,Major Silicate Vapour Geysers,0.8143869358,0.8365270544,,Bodaishin,Bodaishin,,,
103,Unknown,,,SYNUEFE DP-Z C16-19,457.96875,-156.3125,-340.1875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, C 4,,High metal content world,0.1063146889,21047,438,Metallic Magma,0.79557364,1.00552002,0.122247,Cyclosphere,Cyclosphere,,,
104,Unknown,,,SYNUEFE DZ-X B34-4,435.75,-117.625,-312.8125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, D 1,,High metal content world,0.1006178297,3970,354,Minor Metallic Magma,1.063804163,1.024701425,0.000245,Cyclosphere,Cyclosphere,,,
105,Unknown,,,SYNUEFE IL-W C18-29,505.34375,-94.59375,-238.25,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, B 2 A,,Rocky body,0.06521266134,3960,203,Minor Metallic Magma,1.123941515,1.129180501,,Maligno,Maligno,,,
106,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE IZ-X B34-3,536.1875,-124.65625,-324.28125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 3,,High metal content world,0.09788185688,22,406,Major Rocky Magma,1.55857024,2.024514974,0.056381,Maligno,Maligno,,,
107,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE IZ-X B34-3,536.1875,-124.65625,-324.28125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 2,,High metal content world,0.1111244378,22,406,Major Rocky Magma,1.55857024,1.959473741,0.056381,Maligno,Maligno,,,
108,Unknown,,,SYNUEFE KG-W C18-16,501.59375,-113.5,-235.375,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 6 A,,Rocky body,0.1108019032,1616,206,Major Silicate Vapour Geysers,0.7848628291,0.7848659939,0.000036,Maligno,Maligno,,,
109,Unknown,,,SYNUEFE MF-O A88-4,638.875,-41.5,-115.25,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 2 A,,Rocky body,0.1197247479,25,234,Metallic Magma,0.8956785301,0.9251717122,,MadRaptor,MadRaptor,,,
110,Unknown,,,SYNUEFE NH-R B38-5,395.375,-81.15625,-242.25,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 1,,High metal content world,0.1491935036,99,431,Major Rocky Magma,1.807085684,1.807085865,0.00142,Maligno,Maligno,,,
111,Unknown,,,SYNUEFE NH-R B38-5,395.375,-81.15625,-242.25,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 1,,High metal content world,0.09149031058,12666,346,Minor Rocky Magma,2.155627779,2.117903223,0.000008,Maligno,Maligno,,,
112,Unknown,,,SYNUEFE OW-M A75-1,440.9375,-38.4375,-264.40625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 1,,High metal content world,0.243683225,7,494,Minor Silicate Vapour Geysers,1.332463017,1.332464464,0.000349,Maligno,Maligno,,,
113,Unknown,,,SYNUEFE OW-M A75-1,440.9375,-38.4375,-264.40625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 2 A,,Rocky body,0.081631919,9,422,Major Silicate Vapour Geysers,0.1978492567,0.2017769369,,Maligno,Maligno,,,
114,Unknown,,,SYNUEFE QX-I A91-0,556.03125,-43.3125,-92.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,2,,Icy body,0.0329904549,17,242,Major Water Geysers,0.6588258644,0.9748167137,0.15175,Baton,Baton,,,
115,Unknown,,,SYNUEFE QX-I A91-0,556.03125,-43.3125,-92.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,3,,Icy body,0.03104153265,17,242,Major Water Geysers,0.6588258644,0.8938765914,0.15175,Baton,Baton,,,
116,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE RF-L D9-14,566.15625,-92.75,-254.75,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 1 A,,Rocky body,0.07643893622,2317,240,Major Silicate Vapour Geysers,0.7946753834,0.7946780056,0.000198,Maligno,Maligno,,,
117,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE RF-L D9-14,566.15625,-92.75,-254.75,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 1 B,,Rocky body,0.06853382098,2318,230,Minor Metallic Magma,1.295658547,1.295662616,0.002777,Maligno,Maligno,,,
118,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE RF-L D9-14,566.15625,-92.75,-254.75,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 2 A,,Rocky body,0.2180314775,3201,237,Major Silicate Vapour Geysers,0.3849260796,0.560555872,0.130339,Maligno,Maligno,,,
119,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE RF-L D9-14,566.15625,-92.75,-254.75,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 2 B,,Rocky body,0.1534794202,3201,237,Major Silicate Vapour Geysers,0.3849260796,0.6735904044,0.130339,Maligno,Maligno,,,
120,Unknown,,,SYNUEFE RR-I B43-9,644.125,-52.9375,-131,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,2,,High metal content world,0.2042765455,10,464,Rocky Magma,2.036713505,2.037623336,0.000004,Baton,Baton,,,
121,Unknown,,,SYNUEFE RS-P B39-3,437.71875,-60.46875,-211.9375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 2,,High metal content world,0.2932944813,53,336,Major Rocky Magma,1.389225713,1.897928964,0.052087,Maligno,Maligno,,,
122,Unknown,,,SYNUEFE UL-X A69-2,477.5,-43.84375,-319.625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 2,,High metal content world,0.1380624814,476420,215,Minor Silicate Vapour Geysers,1.483265064,1.483268772,0.001298,Maligno,Maligno,,,
123,Unknown,,,SYNUEFE US-B C16-5,451.46875,-87.25,-362.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,4,,High metal content world,1.039727354,62,438,Major Rocky Magma,19.46912905,19.75489005,0.000042,Cyclosphere,Cyclosphere,,,
124,Unknown,,,SYNUEFE US-B C16-23,435.28125,-72.40625,-358.4375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, A 4,,High metal content world,1.674001176,79,478,Metallic Magma,26.59219907,26.36587963,0.00017,Cyclosphere,Cyclosphere,,,
125,Unknown,,,SYNUEFE US-B C16-5,451.46875,-87.25,-362.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,4,,High metal content world,1.039727354,62,438,Major Rocky Magma,19.46912905,19.75489005,0.000042,Cyclosphere,Cyclosphere,,,
126,Unknown,,,SYNUEFE US-B C16-5,451.46875,-87.25,-362.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,4,,High metal content world,1.039727354,62,438,Major Rocky Magma,19.46912905,19.75489005,0.000042,Cyclosphere,Cyclosphere,,,
127,Unknown,,,SYNUEFE US-B C16-5,451.46875,-87.25,-362.75,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,4,,High metal content world,1.039727354,62,438,Major Rocky Magma,19.46912905,19.75489005,0.000042,Cyclosphere,Cyclosphere,,,
128,Unknown,,,SYNUEFE VM-S B37-3,531.09375,-133.3125,-256.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,4,,High metal content world,0.1966414859,50,313,Major Silicate Vapour Geysers,0.9602630389,0.8252393482,0.11178,Maligno,Maligno,,,
129,Unknown,,,SYNUEFE VM-S B37-3,531.09375,-133.3125,-256.5625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,5,,High metal content world,0.2334406471,50,313,Minor Silicate Vapour Geysers,0.9602630389,1.553977503,0.11178,Maligno,Maligno,,,
130,Unknown,,,SYNUEFE VS-B C16-25,461.25,-81.375,-368.28125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 5 B,,Rocky body,0.1339195915,1813,207,Major Silicate Vapour Geysers,0.6120780888,0.8637942166,0.012596,Cyclosphere,Cyclosphere,,,
131,Unknown,,,SYNUEFE XO-P C22-17,546.90625,-56.46875,-97.8125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, D 3,,High metal content world,0.09060566161,212028,237,Minor Silicate Vapour Geysers,1.36673485,1.379813901,0.01897,MadRaptor,MadRaptor,,,
132,Unknown,,,SYNUEFE XO-P C22-17,546.90625,-56.46875,-97.8125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, D 3,,High metal content world,0.09060566161,212028,237,Minor Silicate Vapour Geysers,1.36673485,1.379813901,0.01897,Sharky,Sharky,,,
133,Unknown,,,SYNUEFE XO-P C22-17,546.90625,-56.46875,-97.8125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, D 3,,High metal content world,0.09060566161,212028,237,Minor Silicate Vapour Geysers,1.36673485,1.379813901,0.01897,MadRaptor,MadRaptor,,,
134,Unknown,,,SYNUEFE XO-P C22-17,546.90625,-56.46875,-97.8125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, C 3 A,3,Rocky body,0.1026329588,1451,209,Major Silicate Vapour Geysers,0.6576406045,0.6682641473,,Ecthelion,Ecthelion,,,
135,Unknown,,,SYNUEFE XR-H D11-90,373.40625,-53.6875,-82.5,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 1 A,3,Rocky body,0.2309478137,1649,228,Metallic Magma,0.8998567445,0.8998866928,0.001655,Baton,Baton,,,
136,Unknown,,,SYNUEFE YT-N B40-5,458.53125,-76.59375,-202.21875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 3 A,,Rocky body,0.2374508284,44,240,Minor Silicate Vapour Geysers,1.370941659,1.410342882,,Maligno,Maligno,,,
137,Unknown,,,SYNUEFE ZL-J D10-109,852.65625,-51.125,-124.84375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, E 2 A,1,Rocky body,0.1363010261,90731,223,Minor Metallic Magma,1.06899768,1.076611442,,Baton,Baton,,,
138,Unknown,,,SYNUEFE ZL-J D10-119,834.21875,-51.21875,-154.65625,Inner Orion Spur,Inner Orion Spur,F (White) Star, 7 A,,Rocky body,0.1118501241,719,218,Minor Metallic Magma,1.318668878,1.21709067,0.001137,Partyboyky101,Partyboyky101,,,
139,Unknown,,,SYNUEFE ZL-J D10-119,834.21875,-51.21875,-154.65625,Inner Orion Spur,Inner Orion Spur,F (White) Star, 7 A,,Rocky body,0.1118501241,719,218,Minor Metallic Magma,1.318668878,1.21709067,0.001137,Mazrix,Mazrix,,,
140,Unknown,,,SYNUEFE ZR-I B43-10,811.40625,-60.4375,-144.71875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 2 A,,Rocky body,0.1452367998,952,383,Major Silicate Vapour Geysers,0.2606842322,0.2738798076,,Baton,Baton,,,
141,Unknown,,,TV MUSCAE,680.625,-39.40625,323.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 3 B,,Rocky body,0.06556329029,600,296,Major Silicate Vapour Geysers,0.4142302882,0.6331709229,0.026311,Baton,Baton,,,
142,Unknown,,,TV MUSCAE,680.625,-39.40625,323.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 3 C,,Rocky body,0.05948940628,600,296,Major Silicate Vapour Geysers,0.4142302882,0.5477005515,0.026311,Baton,Baton,,,
143,Unknown,,,TV MUSCAE,680.625,-39.40625,323.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 6 A,,Rocky body,0.1492811933,1252,244,Minor Metallic Magma,1.319804539,1.272935123,0.00043,Baton,Baton,,,
144,Unknown,,,TV MUSCAE,680.625,-39.40625,323.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 8 A,,Rocky body,0.05614647553,1677,207,Major Silicate Vapour Geysers,0.4413897172,0.7389357418,0.013909,Baton,Baton,,,
145,Unknown,,,TV MUSCAE,680.625,-39.40625,323.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 8 B,,Rocky body,0.04613267805,1677,207,Major Silicate Vapour Geysers,0.4413897172,0.5503650537,0.013909,Baton,Baton,,,
146,Unknown,,,TV MUSCAE,680.625,-39.40625,323.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 9 A,,Rocky body,0.1039678855,2301,205,Metallic Magma,0.8715971132,0.8716026529,0.001533,Baton,Baton,,,
147,Unknown,,,TV MUSCAE,680.625,-39.40625,323.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 9 B,,Rocky body,0.1260323765,2302,202,Minor Metallic Magma,1.090242155,1.090249014,0.003377,Baton,Baton,,,
148,Unknown,,,TV MUSCAE,680.625,-39.40625,323.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 9 B,,Rocky body,0.1260323765,2302,202,Minor Metallic Magma,1.090242155,1.090249014,0.003377,Baton,Baton,,,
149,Unknown,,,TV MUSCAE,680.625,-39.40625,323.46875,Inner Orion Spur,Inner Orion Spur,F (White) Star, AB 12 A,,Rocky body,0.1346978833,3224,285,Metallic Magma,0.8775696365,0.8775781635,0.001492,Baton,Baton,,,
150,Unknown,,,VELA DARK REGION KR-W C1-24,1036.875,-163.59375,-85.96875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 A,,Rocky body,0.198626623,638,250,Major Silicate Vapour Geysers,0.7809498106,0.7809718949,0.000003,Baton,Baton,,,
151,Unknown,,,VELA DARK REGION KR-W C1-24,1036.875,-163.59375,-85.96875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 B,,Rocky body,0.1350329273,636,228,Major Silicate Vapour Geysers,0.5173483656,0.7499371518,0.148647,Baton,Baton,,,
152,Unknown,,,VELA DARK REGION KR-W C1-24,1036.875,-163.59375,-85.96875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 D,,Rocky body,0.131756949,640,222,Metallic Magma,0.5799478265,0.9684582465,0.115647,Baton,Baton,,,
153,Unknown,,,WREGOE GF-R D4-71,900.5625,33.125,-620.875,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, A 2 A,,Rocky body,0.1279981955,1524,421,Major Silicate Vapour Geysers,0.7878590676,0.7878637695,0.000194,Baton,Baton,,,
154,Unknown,,,WREGOE GF-R D4-92,946.78125,32.25,-616.3125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 1 B,,Rocky body,0.08241301299,864,250,Major Silicate Vapour Geysers,0.3213347711,0.407407543,0.041742,Baton,Baton,,,
155,Unknown,,,WREGOE HH-U C16-31,483.84375,-11.25,-334.90625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 2 B,,Rocky body,0.1450017505,2099,212,Major Silicate Vapour Geysers,0.4625866699,0.7741714591,0.130186,PanPiper,PanPiper,,,
156,Unknown,,,WREGOE JS-S C17-12,461.09375,27.78125,-284.28125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, 1 A,,Rocky body,0.06429131302,56,382,Major Silicate Vapour Geysers,0.8206725622,0.8502231626,,PanPiper,PanPiper,,,
157,Unknown,,,WREGOE MJ-N B34-1,459.65625,40.84375,-316.3125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 2,,High metal content world,0.06809896615,82,453,Major Rocky Magma,1.69220685,1.69220685,0.00285,PanPiper,PanPiper,,,
158,Unknown,,,WREGOE MX-L D7-105,449.15625,15.84375,-354,Inner Orion Spur,Inner Orion Spur,A (Blue-White) Star, 2 A,,Rocky body,0.1178831074,1131,365,Minor Metallic Magma,1.29221101,-0.861482657,0.000776,PanPiper,PanPiper,,,
159,Unknown,,,WREGOE PE-P C19-2,385.15625,22.15625,-212.09375,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 1 B,,Rocky body,0.04930711883,129,451,Major Silicate Vapour Geysers,0.4879304109,0.7039283131,0.155895,Maligno,Maligno,,,
160,Unknown,,,WREGOE QD-K D8-113,475.59375,30,-289.59375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 3,,High metal content world,1.145549625,32,437,Minor Silicate Vapour Geysers,8.920683836,8.991151745,0.00014,PanPiper,PanPiper,,,
161,Unknown,,,WREGOE QD-K D8-121,467.8125,8.09375,-328.53125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 1 A,,Rocky body,0.2248439231,801,213,Minor Rocky Magma,2.071227394,2.071256149,0.000071,PanPiper,PanPiper,,,
162,Unknown,,,WREGOE QD-K D8-134,451.78125,14.5625,-300.71875,Inner Orion Spur,Inner Orion Spur,F (White) Star, ABC 1 A,,Rocky body,0.1077327265,1498,299,Minor Metallic Magma,1.278970088,1.279018193,0.000009,PanPiper,PanPiper,,,
163,Unknown,,,WREGOE QD-K D8-21,448.4375,22.0625,-307.40625,Inner Orion Spur,Inner Orion Spur,F (White) Star, A 1 A,,Rocky body,0.07509175769,1294,237,Minor Metallic Magma,1.318749819,-1.228858236,0.000329,PanPiper,PanPiper,,,
164,Unknown,,,WREGOE QD-K D8-27,477.84375,3,-300.96875,Inner Orion Spur,Inner Orion Spur,F (White) Star, 3 B,,Rocky body,0.1312310497,547,365,Minor Metallic Magma,1.360441804,1.282206579,0.00165,PanPiper,PanPiper,,,
165,Unknown,,,WREGOE QD-K D8-34,450.84375,-10.25,-305.40625,Inner Orion Spur,Inner Orion Spur,F (White) Star, 1 D A,,Rocky body,0.08534043768,1145,292,Minor Silicate Vapour Geysers,1.356546224,1.368219672,,PanPiper,PanPiper,,,
166,Unknown,,,EORL AUWSY SY-Z D13-1087,4938.28125,183.375,20637.03125,Empyrean Straits,Empyrean Straits,A (Blue-White) Star, A 6 A,,Rocky body,0.1437366734,2559,207,Metallic Magma,1.037127188,-1.037196633,0.00016,Kaz Archer,Kaz Archer,,,
167,Unknown,,,WREGOE QD-K D8-37,470.40625,24.15625,-305.4375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 4,,Rocky Ice world,0.2988164091,212,128,No volcanism,185.8123727,0.7490051722,0.000068,PanPiper,PanPiper,,,
168,Unknown,,,EORL AUWSY SY-Z D13-1087,4938.28125,183.375,20637.03125,Empyrean Straits,Empyrean Straits,A (Blue-White) Star, A 6 A,,Rocky body,0.1437366734,2559,207,Metallic Magma,1.037127188,-1.037196633,0.00016,Sgt.Glory,Sgt.Glory,,,
169,Unknown,,,WREGOE RD-K D8-19,502.96875,1.90625,-294.59375,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, AB 1 A,,Rocky body,0.1354661413,2839,244,Metallic Magma,0.9281241862,0.928129069,0.002428,PanPiper,PanPiper,,,
170,Unknown,,,WREGOE RT-Q C18-18,549.21875,-7.40625,-254.53125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 4 A,,Rocky body,0.128258365,111,437,Minor Metallic Magma,1.099429253,1.104767524,,Maligno,Maligno,,,
171,Unknown,,,WREGOE RZ-M B34-1,483.8125,7.78125,-307.71875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 1,,High metal content world,0.1480945895,63037,378,Rocky Magma,1.997155852,1.997156214,0.000327,PanPiper,PanPiper,,,
172,Unknown,,,WREGOE RZ-M B34-5,481.71875,-3.84375,-308.125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, AB 1 A,,Rocky body,0.1499506921,23,465,Major Silicate Vapour Geysers,0.6362849483,0.6629455114,,PanPiper,PanPiper,,,
173,Unknown,,,WREGOE SO-I D9-54,454.875,109.34375,-259.4375,Inner Orion Spur,Inner Orion Spur,F (White) Star, 2 A,,Rocky body,0.1254402021,2307,212,Major Silicate Vapour Geysers,0.7518140101,0.7518205205,0.001425,Maligno,Maligno,,,
174,Unknown,,,WREGOE SU-M B34-3,458.3125,-21.5625,-315.78125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, A 5,,High metal content world,0.3015090381,25,338,Major Rocky Magma,1.42270336,2.064174443,0.095405,PanPiper,PanPiper,,,
175,Unknown,,,WREGOE TJ-I D9-25,389.1875,26.09375,-203.21875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 1 A,,Rocky body,0.06158928681,766,318,Metallic Magma,0.9671686017,0.9671728516,0.000297,Maligno,Maligno,,,
176,Unknown,,,WREGOE TJ-I D9-25,389.1875,26.09375,-203.21875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 2 C A,,Rocky body,0.04556903842,990,215,Metallic Magma,0.9765874566,0.984553946,,Maligno,Maligno,,,
177,Unknown,,,WREGOE UJ-I D9-134,427.9375,29.25,-198.8125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, B 1,,High metal content world,0.1996744957,2258,354,Rocky Magma,1.096059932,1.08082827,0.127416,Maligno,Maligno,,,
178,Unknown,,,WREGOE UJ-I D9-134,427.9375,29.25,-198.8125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, B 2,,High metal content world,0.1385698736,2269,354,Minor Metallic Magma,1.096059932,1.271651837,0.127416,Maligno,Maligno,,,
179,Unknown,,,WREGOE VF-L B35-2,476.1875,-3.3125,-303.59375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 1,,High metal content world,0.09904994954,57,379,Metallic Magma,0.8869678639,0.8869681351,0.000965,PanPiper,PanPiper,,,
180,Unknown,,,WREGOE WF-N C20-23,425.15625,-23.34375,-176.46875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, 9 A,,Rocky body,0.1245645899,3185,205,Minor Metallic Magma,1.103844311,1.103850188,0.000009,Baton,Baton,,,
181,Unknown,,,SYNUEFE VL-X A69-2,493.25,-39.53125,-319.28125,Inner Orion Spur,Inner Orion Spur,L (Brown dwarf) Star, A 2,,High metal content world,0.1335381345,8,421,Major Rocky Magma,1.979832899,1.917136321,0.000547,Maligno,Maligno,,,
182,Unknown,,,HR 2923,517.71875,-3.5,-324.09375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange giant) Star, 1 C A,,Rocky body,0.04642939655,1222,488,Metallic Magma,0.9189317491,0.9506467014,,Maligno,Maligno,,,
183,Unknown,,,WREGOE RD-K D8-126,516.1875,-6.75,-309.53125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, A 1 A,,Rocky body,0.1126035412,1301,236,Major Silicate Vapour Geysers,0.8523235858,0.8523400427,0.000916,Maligno,Maligno,,,
184,Unknown,,,WREGOE QK-L B35-3,433.875,17.65625,-302.09375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 3,,High metal content world,0.1532279284,135,397,Major Silicate Vapour Geysers,0.312991333,0.5149295609,0.188614,Maligno,Maligno,,,
185,Unknown,,,WREGOE QD-K D8-128,443.71875,18.34375,-281.6875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, AB 2,,High metal content world,1.5713812,170,466,Minor Metallic Magma,59.95111111,59.95175347,0.00252,Maligno,Maligno,,,
186,Unknown,,,WREGOE WQ-J B36-0,455.46875,17.25,-277.375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,3,,High metal content world,0.1829022405,29,361,Rocky Magma,1.484876568,2.097888842,0.051682,Maligno,Maligno,,,
187,Unknown,,,WREGOE JS-S C17-3,460.65625,18,-301.125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,3,,High metal content world,1.18313752,71,453,Minor Silicate Vapour Geysers,23.71915509,23.90061343,0.000102,Maligno,Maligno,,,
188,Unknown,,,HIP 37546,476.625,24.65625,-321.125,Inner Orion Spur,Inner Orion Spur,F (White) Star, 8 A,,Rocky body,0.08188923541,3364,336,Metallic Magma,0.9458555773,0.8889204463,0.000268,Maligno,Maligno,,,
189,Unknown,,,WREGOE UJ-I D9-94,489.34375,24.34375,-263.46875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, B 3 A,,Rocky body,0.1304547117,3916,412,Minor Metallic Magma,1.292633192,1.321422345,,Maligno,Maligno,,,
190,Unknown,,,WREGOE JS-S C17-15,483.96875,37.21875,-265.6875,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, B 1,,High metal content world,0.3946389309,2507,302,Minor Metallic Magma,0.8123422128,1.179706941,0.11057,Maligno,Maligno,,,
191,Unknown,,,WREGOE WV-J B36-0,499.65625,38.5625,-282.40625,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,3,,Icy body,0.09718413071,24,211,Major Water Geysers,0.6577660019,0.9323375986,0.030278,Maligno,Maligno,,,
